CSE0000092,2017-05-07,28
CSE0000093,2014-10-08,69
CSE0000094,2021-06-20,40
CSE0000095,2012-04-29,70
CSE0000096,2015-09-16,71
CSE0000097,2000-07-15,72
CSE0000098,2009-10-21,73
CSE0000099,2002-05-31,48
CSE0000100,2014-08-16,74
CSE0000101,2019-06-05,75
CSE0000102,2013-04-24,43
CSE0000103,2016-09-20,26
CSE0000104,2018-08-08,76
CSE0000105,2018-06-22,60
CSE0000106,2019-05-14,77
CSE0000107,2006-07-01,14
CSE0000108,2000-04-09,14
CSE0000109,2020-08-16,2
CSE0000110,2014-04-21,43
CSE0000111,2009-01-23,38
CSE0000112,2015-07-15,78
CSE0000113,2003-08-07,79
CSE0000114,2000-09-17,14
CSE0000115,2011-02-16,80
CSE0000116,2013-06-16,10
CSE0000117,2008-06-29,81
CSE0000118,2003-08-30,82
CSE0000119,2016-07-19,83
CSE0000120,2020-09-16,40
CSE0000121,2004-03-05,68
CSE0000122,2007-06-19,14
CSE0000123,2020-09-27,63
CSE0000124,2010-04-22,33
CSE0000125,2020-07-16,13
CSE0000126,2020-10-01,57
CSE0000127,2016-01-09,59
CSE0000128,2016-07-20,78
CSE0000129,2002-03-10,84
CSE0000130,2011-06-12,12
CSE0000131,2003-11-06,85
CSE0000132,2004-09-02,86
CSE0000133,2016-05-06,15
CSE0000134,2007-12-20,87
CSE0000135,2020-07-16,88
CSE0000136,2019-01-07,57
CSE0000137,2004-01-17,48
CSE0000138,2012-12-24,89
CSE0000139,2014-11-11,90
CSE0000140,2007-04-17,85
CSE0000141,2020-05-25,91
CSE0000142,2007-11-17,92
CSE0000143,2013-12-19,56
CSE0000144,2004-10-14,43
CSE0000145,2001-08-06,71
CSE0000146,2001-05-26,68
CSE0000147,2017-03-19,93
CSE0000148,2014-04-27,48
CSE0000149,2010-11-01,30
CSE0000150,2010-10-30,94
CSE0000151,2000-07-01,58
CSE0000152,2008-05-23,40
CSE0000153,2012-09-27,40
CSE0000154,2020-02-25,14
CSE0000155,2018-12-02,95
CSE0000156,2007-05-17,96
CSE0000157,2010-03-18,97
CSE0000158,2004-03-12,91
CSE0000159,2004-12-07,44
CSE0000160,2011-03-11,78
CSE0000161,2017-06-25,41
CSE0000162,2017-05-16,57
CSE0000163,2008-02-18,98
CSE0000164,2009-05-14,99
CSE0000165,2019-01-31,27
CSE0000166,2001-01-29,6
CSE0000167,2003-11-10,30
CSE0000168,2003-11-21,77
CSE0000169,2008-12-04,100
CSE0000170,2012-08-30,22
CSE0000171,2019-03-06,74
CSE0000172,2017-03-12,101
CSE0000173,2013-11-05,95
CSE0000174,2002-09-20,50
CSE0000175,2019-12-08,24
CSE0000176,2018-01-28,102
CSE0000177,2008-12-10,23
CSE0000178,2019-04-20,48
CSE0000179,2018-07-06,103
CSE0000180,2011-06-25,104
CSE0000181,2009-10-21,105
CSE0000182,2018-07-02,106
CSE0000183,2011-09-25,107
CSE0000184,2014-02-24,21
CSE0000185,2002-09-18,18
CSE0000186,2006-09-09,30
CSE0000187,2007-06-29,39
CSE0000188,2007-12-04,32
CSE0000189,2007-12-01,108
CSE0000190,2014-10-06,109
CSE0000191,2011-06-25,110
CSE0000192,2010-09-05,77
CSE0000193,2008-05-31,76
CSE0000194,2018-01-13,111
CSE0000195,2019-04-09,38
CSE0000196,2013-07-21,95
CSE0000197,2018-06-08,112
CSE0000198,2018-06-12,85
CSE0000199,2016-06-05,41
CSE0000200,2018-05-01,113
CSE0000201,2005-01-25,76
CSE0000202,2012-07-27,114
CSE0000203,2006-06-11,52
CSE0000204,2017-10-14,41
CSE0000205,2010-05-09,59
CSE0000206,2009-06-30,115
CSE0000207,2003-12-01,116
CSE0000208,2014-06-13,100
CSE0000209,2020-03-03,80
CSE0000210,2002-09-15,117
CSE0000211,2020-12-04,118
CSE0000212,2003-08-29,45
CSE0000213,2016-10-04,119
CSE0000214,2003-03-01,37
CSE0000215,2010-06-01,49
CSE0000216,2006-01-06,110
CSE0000217,2016-02-16,48
CSE0000218,2021-04-28,22
CSE0000219,2009-07-08,63
CSE0000220,2002-02-09,93
CSE0000221,2006-02-16,11
CSE0000222,2001-02-08,72
CSE0000223,2020-11-16,33
CSE0000224,2006-12-12,120
CSE0000225,2020-07-04,37
CSE0000226,2016-05-07,62
CSE0000227,2022-02-19,121
CSE0000228,2006-07-06,122
CSE0000229,2000-05-07,123
CSE0000230,2006-04-25,37
CSE0000231,2008-02-12,104
CSE0000232,2000-01-11,55
CSE0000233,2020-09-12,1
CSE0000234,2018-09-06,12
CSE0000235,2013-03-22,20
CSE0000236,2006-06-14,22
CSE0000237,2015-03-07,104
CSE0000238,2022-01-26,124
CSE0000239,2014-04-20,33
CSE0000240,2019-07-16,79
CSE0000241,2018-04-09,125
CSE0000242,2005-09-29,61
CSE0000243,2018-05-04,63
CSE0000244,2020-11-19,119
CSE0000245,2003-11-09,79
CSE0000246,2005-11-17,17
CSE0000247,2019-01-11,126
CSE0000248,2014-06-23,116
CSE0000249,2013-08-15,103
CSE0000250,2011-08-16,13
CSE0000251,2006-12-25,115
CSE0000252,2021-07-27,51
CSE0000253,2001-10-31,22
CSE0000254,2007-12-21,49
CSE0000255,2015-04-09,15
CSE0000256,2017-05-20,25
CSE0000257,2009-07-18,71
CSE0000258,2015-01-12,123
CSE0000259,2008-03-08,101
CSE0000260,2019-01-11,75
CSE0000261,2000-06-26,9
CSE0000262,2009-10-03,92
CSE0000263,2000-01-03,65
CSE0000264,2012-08-20,2
CSE0000265,2005-01-22,26
CSE0000266,2016-02-11,44
CSE0000267,2017-11-07,36
CSE0000268,2019-05-16,94
CSE0000269,2016-04-20,127
CSE0000270,2019-10-22,53
CSE0000271,2017-10-18,128
CSE0000272,2020-03-23,22
CSE0000273,2021-03-21,35
CSE0000274,2010-11-27,129
CSE0000275,2021-02-23,102
CSE0000276,2005-07-01,106
CSE0000277,2000-12-31,130
CSE0000278,2008-12-05,131
CSE0000279,2000-06-15,91
CSE0000280,2021-05-03,50
CSE0000281,2003-05-21,64
CSE0000282,2021-10-06,132
CSE0000283,2018-08-03,72
CSE0000284,2013-06-15,109
CSE0000285,2000-08-13,68
CSE0000286,2002-04-07,68
CSE0000287,2020-12-25,31
CSE0000288,2003-05-18,128
CSE0000289,2008-03-21,10
CSE0000290,2006-10-25,17
CSE0000291,2015-08-18,133
CSE0000292,2013-12-25,60
CSE0000293,2003-06-19,26
CSE0000294,2013-01-09,75
CSE0000295,2010-12-11,109
CSE0000296,2018-01-25,54
CSE0000297,2018-09-19,65
CSE0000298,2013-03-02,72
CSE0000299,2011-06-27,134
CSE0000300,2004-08-23,53
CSE0000301,2018-08-23,36
CSE0000302,2006-02-15,61
CSE0000303,2013-05-29,25
CSE0000304,2018-03-30,86
CSE0000305,2016-08-30,112
CSE0000306,2000-08-03,135
CSE0000307,2012-08-09,108
CSE0000308,2013-05-15,28
CSE0000309,2005-11-24,81
CSE0000310,2009-12-11,11
CSE0000311,2004-09-28,117
CSE0000312,2013-12-28,64
CSE0000313,2013-10-03,47
CSE0000314,2009-07-24,107
CSE0000315,2014-07-06,125
CSE0000316,2019-04-25,125
CSE0000317,2021-11-27,63
CSE0000318,2006-08-17,136
CSE0000319,2018-04-25,137
CSE0000320,2019-11-11,107
CSE0000321,2010-11-29,138
CSE0000322,2008-06-27,22
CSE0000323,2006-01-08,80
CSE0000324,2001-01-17,35
CSE0000325,2001-08-27,139
CSE0000326,2013-04-21,106
CSE0000327,2015-07-03,140
CSE0000328,2005-09-13,141
CSE0000329,2011-05-08,8
CSE0000330,2008-10-16,29
CSE0000331,2001-02-02,41
CSE0000332,2010-03-26,91
CSE0000333,2017-07-22,120
CSE0000334,2008-03-16,128
CSE0000335,2007-11-01,119
CSE0000336,2012-10-24,25
CSE0000337,2006-04-17,142
CSE0000338,2011-06-25,64
CSE0000339,2015-05-18,96
CSE0000340,2014-05-10,143
CSE0000341,2000-08-12,109
CSE0000342,2017-07-30,38
CSE0000343,2022-02-03,37
CSE0000344,2017-04-02,124
CSE0000345,2011-01-14,55
CSE0000346,2004-07-23,50
CSE0000347,2005-08-07,58
CSE0000348,2001-04-19,122
CSE0000349,2015-01-18,85
CSE0000350,2010-10-17,73
CSE0000351,2002-08-14,144
CSE0000352,2013-12-08,145
CSE0000353,2008-01-19,53
CSE0000354,2016-05-16,123
CSE0000355,2011-07-22,67
CSE0000356,2014-06-07,85
CSE0000357,2006-07-21,75
CSE0000358,2002-03-28,143
CSE0000359,2007-03-01,146
CSE0000360,2016-08-11,141
CSE0000361,2003-12-09,124
CSE0000362,2007-05-10,116
CSE0000363,2018-03-13,140
CSE0000364,2000-07-29,140
CSE0000365,2021-09-21,63
CSE0000366,2000-08-14,18
CSE0000367,2006-09-06,110
CSE0000368,2000-03-05,145
CSE0000369,2011-05-24,51
CSE0000370,2016-03-15,80
CSE0000371,2022-02-17,144
CSE0000372,2000-09-17,108
CSE0000373,2013-02-06,87
CSE0000374,2006-12-13,105
CSE0000375,2011-10-12,130
CSE0000376,2015-07-12,4
CSE0000377,2017-09-25,75
CSE0000378,2002-10-02,97
CSE0000379,2002-08-02,142
CSE0000380,2000-12-17,43
CSE0000381,2005-11-28,117
CSE0000382,2005-06-11,42
CSE0000383,2011-02-26,71
CSE0000384,2013-10-04,97
CSE0000385,2021-11-30,79
CSE0000386,2009-01-16,136
CSE0000387,2002-11-22,25
CSE0000388,2000-03-12,56
CSE0000389,2018-05-11,114
CSE0000390,2011-03-22,73
CSE0000391,2016-10-03,140
CSE0000392,2006-01-10,109
CSE0000393,2004-01-04,147
CSE0000394,2015-05-07,85
CSE0000395,2018-07-10,62
CSE0000396,2000-09-27,99
CSE0000397,2018-10-05,148
CSE0000398,2010-09-09,98
CSE0000399,2001-11-03,68
CSE0000400,2014-12-05,96
CSE0000401,2020-05-26,9
CSE0000402,2009-04-11,36
CSE0000403,2022-02-13,97
CSE0000404,2019-07-31,2
CSE0000405,2007-10-22,129
CSE0000406,2014-06-21,14
CSE0000407,2013-04-17,138
CSE0000408,2014-05-30,78
CSE0000409,2016-06-19,32
CSE0000410,2000-03-04,33
CSE0000411,2020-02-20,136
CSE0000412,2009-02-15,149
CSE0000413,2007-03-14,79
CSE0000414,2005-10-23,134
CSE0000415,2018-01-11,31
CSE0000416,2013-06-20,109
CSE0000417,2002-05-21,39
CSE0000418,2005-12-03,28
CSE0000419,2004-04-14,6
CSE0000420,2008-09-22,110
CSE0000421,2022-02-19,62
CSE0000422,2016-07-21,150
CSE0000423,2016-02-01,151
CSE0000424,2001-09-04,38
CSE0000425,2004-02-25,110
CSE0000426,2008-07-08,88
CSE0000427,2014-11-29,86
CSE0000428,2018-09-13,152
CSE0000429,2010-12-27,3
CSE0000430,2002-09-06,112
CSE0000431,2011-05-31,50
CSE0000432,2002-02-16,36
CSE0000433,2011-05-10,117
CSE0000434,2006-04-14,133
CSE0000435,2006-02-14,153
CSE0000436,2020-03-09,19
CSE0000437,2005-07-17,92
CSE0000438,2021-11-02,2
CSE0000439,2006-03-09,47
CSE0000440,2020-04-02,146
CSE0000441,2019-08-25,95
CSE0000442,2005-11-15,149
CSE0000443,2008-05-14,62
CSE0000444,2001-09-17,23
CSE0000445,2020-06-22,132
CSE0000446,2003-06-07,133
CSE0000447,2013-01-16,76
CSE0000448,2005-10-07,101
CSE0000449,2004-12-21,119
CSE0000450,2016-12-06,90
CSE0000451,2013-03-18,131
CSE0000452,2000-08-15,7
CSE0000453,2016-05-09,71
CSE0000454,2015-08-13,74
CSE0000455,2009-08-16,75
CSE0000456,2021-04-19,10
CSE0000457,2018-03-23,68
CSE0000458,2021-06-06,154
CSE0000459,2017-02-10,4
CSE0000460,2006-03-13,84
CSE0000461,2018-06-16,44
CSE0000462,2004-09-03,31
CSE0000463,2001-06-01,122
CSE0000464,2013-11-18,14
CSE0000465,2017-02-20,70
CSE0000466,2010-09-03,155
CSE0000467,2004-01-23,97
CSE0000468,2020-12-24,11
CSE0000469,2006-12-23,21
CSE0000470,2006-05-29,71
CSE0000471,2020-09-13,153
CSE0000472,2002-09-25,146
CSE0000473,2012-11-25,64
CSE0000474,2011-04-03,44
CSE0000475,2000-02-09,12
CSE0000476,2011-11-26,93
CSE0000477,2017-03-01,40
CSE0000478,2012-10-26,37
CSE0000479,2000-05-27,76
CSE0000480,2000-03-07,50
CSE0000481,2009-03-19,48
CSE0000482,2017-06-07,27
CSE0000483,2002-11-28,146
CSE0000484,2012-02-20,49
CSE0000485,2001-01-13,81
CSE0000486,2007-08-03,154
CSE0000487,2021-04-22,19
CSE0000488,2006-07-08,152
CSE0000489,2013-02-18,27
CSE0000490,2015-09-28,34
CSE0000491,2016-08-23,156
CSE0000492,2009-01-28,110
CSE0000493,2001-10-20,17
CSE0000494,2017-06-09,7
CSE0000495,2015-08-19,83
CSE0000496,2016-06-28,116
CSE0000497,2018-08-26,46
CSE0000498,2002-10-24,45
CSE0000499,2009-06-11,31
CSE0000500,2011-11-05,44
CSE0000501,2010-08-24,146
CSE0000502,2011-11-16,57
CSE0000503,2006-07-29,48
CSE0000504,2012-07-05,96
CSE0000505,2015-06-26,23
CSE0000506,2003-04-05,7
CSE0000507,2020-04-30,149
CSE0000508,2005-10-02,144
CSE0000509,2016-01-11,9
CSE0000510,2009-06-10,109
CSE0000511,2017-11-05,91
CSE0000512,2009-07-07,107
CSE0000513,2019-11-21,82
CSE0000514,2022-01-07,111
CSE0000515,2008-10-04,79
CSE0000516,2010-10-21,90
CSE0000517,2014-03-16,80
CSE0000518,2001-12-15,145
CSE0000519,2010-03-21,153
CSE0000520,2013-01-18,26
CSE0000521,2008-11-30,112
CSE0000522,2021-11-24,83
CSE0000523,2016-10-19,39
CSE0000524,2003-06-28,126
CSE0000525,2002-04-15,3
CSE0000526,2013-12-31,57
CSE0000527,2006-10-03,20
CSE0000528,2021-11-19,157
CSE0000529,2022-02-07,79
CSE0000530,2011-04-22,122
CSE0000531,2007-04-16,111
CSE0000532,2014-09-12,122
CSE0000533,2004-04-15,117
CSE0000534,2020-08-01,83
CSE0000535,2003-09-17,132
CSE0000536,2007-05-11,71
CSE0000537,2013-07-26,96
CSE0000538,2005-04-10,44
CSE0000539,2007-09-16,66
CSE0000540,2009-03-05,125
CSE0000541,2014-07-31,38
CSE0000542,2008-12-02,86
CSE0000543,2004-12-01,1
CSE0000544,2004-04-09,19
CSE0000545,2015-12-16,158
CSE0000546,2015-03-18,133
CSE0000547,2009-11-05,71
CSE0000548,2011-08-02,90
CSE0000549,2021-12-17,26
CSE0000550,2000-11-14,83
CSE0000551,2020-07-21,102
CSE0000552,2014-10-01,48
CSE0000553,2019-11-11,39
CSE0000554,2011-10-26,124
CSE0000555,2020-09-24,15
CSE0000556,2018-03-17,84
CSE0000557,2008-10-24,85
CSE0000558,2012-01-23,119
CSE0000559,2017-05-11,142
CSE0000560,2010-07-28,159
CSE0000561,2008-06-06,30
CSE0000562,2020-03-04,122
CSE0000563,2017-11-27,144
CSE0000564,2007-04-22,143
CSE0000565,2010-05-04,103
CSE0000566,2010-02-11,91
CSE0000567,2019-02-22,157
CSE0000568,2020-05-05,14
CSE0000569,2017-07-16,139
CSE0000570,2001-06-09,27
CSE0000571,2005-06-01,104
CSE0000572,2006-02-18,15
CSE0000573,2011-11-10,80
CSE0000574,2000-10-25,102
CSE0000575,2014-09-21,53
CSE0000576,2010-03-21,160
CSE0000577,2013-08-30,71
CSE0000578,2011-05-21,66
CSE0000579,2000-03-16,40
CSE0000580,2010-12-30,92
CSE0000581,2000-04-17,118
CSE0000582,2012-07-14,60
CSE0000583,2004-11-12,26
CSE0000584,2003-07-07,30
CSE0000585,2015-04-23,31
CSE0000586,2003-06-20,45
CSE0000587,2013-11-05,2
CSE0000588,2003-02-16,54
CSE0000589,2004-10-26,31
CSE0000590,2009-09-24,144
CSE0000591,2003-01-07,41
CSE0000592,2006-06-03,29
CSE0000593,2005-12-06,26
CSE0000594,2017-11-06,16
CSE0000595,2011-04-03,136
CSE0000596,2009-01-08,28
CSE0000597,2006-11-06,21
CSE0000598,2013-05-16,119
CSE0000599,2016-07-09,161
CSE0000600,2000-10-13,161
CSE0000601,2004-04-17,153
CSE0000602,2019-08-01,107
CSE0000603,2011-07-19,129
CSE0000604,2019-05-09,8
CSE0000605,2008-10-09,118
CSE0000606,2019-08-10,46
CSE0000607,2004-11-28,126
CSE0000608,2013-09-27,67
CSE0000609,2019-07-18,17
CSE0000610,2005-05-03,97
CSE0000611,2007-07-13,72
CSE0000612,2003-05-07,115
CSE0000613,2018-05-09,83
CSE0000614,2001-11-06,98
CSE0000615,2001-06-01,8
CSE0000616,2008-05-05,14
CSE0000617,2010-01-13,162
CSE0000618,2009-01-02,133
CSE0000619,2010-01-09,108
CSE0000620,2008-06-04,2
CSE0000621,2020-12-12,4
CSE0000622,2016-05-05,12
CSE0000623,2000-05-08,137
CSE0000624,2007-01-18,10
CSE0000625,2019-10-19,44
CSE0000626,2010-08-23,46
CSE0000627,2002-06-30,53
CSE0000628,2018-04-15,83
CSE0000629,2018-11-13,40
CSE0000630,2009-06-27,53
CSE0000631,2002-06-23,12
CSE0000632,2001-08-07,149
CSE0000633,2018-01-26,34
CSE0000634,2006-08-15,42
CSE0000635,2011-12-21,149
CSE0000636,2008-02-02,22
CSE0000637,2006-04-21,152
CSE0000638,2015-02-04,91
CSE0000639,2001-01-30,93
CSE0000640,2013-06-02,45
CSE0000641,2022-01-28,144
CSE0000642,2004-09-07,105
CSE0000643,2012-06-11,107
CSE0000644,2000-09-02,65
CSE0000645,2016-10-03,152
CSE0000646,2020-07-31,139
CSE0000647,2004-05-12,142
CSE0000648,2006-03-25,1
CSE0000649,2018-11-20,44
CSE0000650,2016-01-25,129
CSE0000651,2019-03-04,24
CSE0000652,2004-09-11,4
CSE0000653,2001-12-22,137
CSE0000654,2021-12-23,64
CSE0000655,2015-05-10,129
CSE0000656,2019-05-08,10
CSE0000657,2008-03-06,124
CSE0000658,2017-12-11,22
CSE0000659,2019-07-16,63
CSE0000660,2019-05-02,129
CSE0000661,2008-03-18,4
CSE0000662,2004-05-01,64
CSE0000663,2016-08-08,146
CSE0000664,2003-02-12,78
CSE0000665,2003-01-12,154
CSE0000666,2010-02-28,153
CSE0000667,2018-10-30,80
CSE0000668,2015-02-18,70
CSE0000669,2017-10-11,113
CSE0000670,2010-10-19,161
CSE0000671,2009-10-06,47
CSE0000672,2007-02-16,55
CSE0000673,2020-04-22,72
CSE0000674,2018-04-12,39
CSE0000675,2013-12-14,65
CSE0000676,2009-10-12,8
CSE0000677,2010-02-06,73
CSE0000678,2003-07-03,163
CSE0000679,2005-06-04,123
CSE0000680,2001-01-02,41
CSE0000681,2004-05-26,79
CSE0000682,2009-12-17,35
CSE0000683,2002-05-12,24
CSE0000684,2014-04-03,1
CSE0000685,2020-08-02,76
CSE0000686,2021-07-22,11
CSE0000687,2003-09-22,140
CSE0000688,2000-11-21,152
CSE0000689,2009-04-25,152
CSE0000690,2019-02-27,31
CSE0000691,2004-04-08,59
CSE0000692,2005-04-17,77
CSE0000693,2020-04-12,60
CSE0000694,2015-12-18,33
CSE0000695,2010-05-19,39
CSE0000696,2020-05-15,153
CSE0000697,2018-07-09,50
CSE0000698,2016-12-01,120
CSE0000699,2017-10-18,139
CSE0000700,2013-09-07,88
CSE0000701,2014-01-12,38
CSE0000702,2011-08-17,130
CSE0000703,2003-05-03,102
CSE0000704,2005-08-12,22
CSE0000705,2022-01-22,13
CSE0000706,2014-01-18,109
CSE0000707,2015-06-24,44
CSE0000708,2021-01-26,27
CSE0000709,2012-06-25,78
CSE0000710,2006-11-17,92
CSE0000711,2014-06-13,55
CSE0000712,2008-08-09,158
CSE0000713,2008-11-08,110
CSE0000714,2017-10-12,4
CSE0000715,2015-04-14,153
CSE0000716,2016-10-11,70
CSE0000717,2010-09-10,113
CSE0000718,2000-03-30,42
CSE0000719,2014-06-04,38
CSE0000720,2004-01-08,143
CSE0000721,2004-04-17,120
CSE0000722,2012-04-06,152
CSE0000723,2001-11-29,144
CSE0000724,2000-12-20,95
CSE0000725,2014-08-25,93
CSE0000726,2016-12-12,6
CSE0000727,2017-10-19,122
CSE0000728,2003-12-16,45
CSE0000729,2003-06-16,18
CSE0000730,2009-08-04,125
CSE0000731,2009-07-29,139
CSE0000732,2009-11-05,59
CSE0000733,2007-07-17,110
CSE0000734,2000-08-31,152
CSE0000735,2010-01-13,136
CSE0000736,2016-02-22,128
CSE0000737,2004-07-15,37
CSE0000738,2000-05-30,153
CSE0000739,2005-03-05,121
CSE0000740,2016-01-23,44
CSE0000741,2013-02-18,28
CSE0000742,2018-10-08,105
CSE0000743,2007-07-08,28
CSE0000744,2000-01-04,135
CSE0000745,2002-07-09,92
CSE0000746,2010-08-23,56
CSE0000747,2000-07-09,59
CSE0000748,2009-09-20,31
CSE0000749,2011-11-11,157
CSE0000750,2004-07-12,112
CSE0000751,2002-03-12,60
CSE0000752,2015-01-29,15
CSE0000753,2019-06-13,119
CSE0000754,2017-04-26,92
CSE0000755,2016-11-11,6
CSE0000756,2021-09-01,91
CSE0000757,2009-06-16,133
CSE0000758,2007-05-22,89
CSE0000759,2017-04-09,77
CSE0000760,2008-02-11,164
CSE0000761,2011-10-24,83
CSE0000762,2001-01-14,161
CSE0000763,2021-06-15,79
CSE0000764,2020-07-30,82
CSE0000765,2018-08-07,161
CSE0000766,2007-01-19,131
CSE0000767,2003-11-20,90
CSE0000768,2005-12-02,52
CSE0000769,2015-07-16,144
CSE0000770,2002-12-22,131
CSE0000771,2007-02-12,153
CSE0000772,2012-10-12,132
CSE0000773,2021-03-27,127
CSE0000774,2018-02-25,163
CSE0000775,2000-05-12,130
CSE0000776,2009-12-15,69
CSE0000777,2011-03-21,129
CSE0000778,2006-07-08,13
CSE0000779,2018-11-14,138
CSE0000780,2005-05-02,154
CSE0000781,2005-04-01,117
CSE0000782,2016-02-04,2
CSE0000783,2019-07-05,163
CSE0000784,2006-01-18,49
CSE0000785,2001-04-18,101
CSE0000786,2001-04-29,100
CSE0000787,2009-12-27,23
CSE0000788,2018-07-18,143
CSE0000789,2015-06-24,126
CSE0000790,2002-04-23,103
CSE0000791,2004-06-21,106
CSE0000792,2001-12-18,136
CSE0000793,2003-05-18,144
CSE0000794,2021-08-12,125
CSE0000795,2013-06-07,137
CSE0000796,2021-09-01,79
CSE0000797,2001-08-02,26
CSE0000798,2002-05-01,91
CSE0000799,2012-01-15,63
CSE0000800,2012-01-11,148
CSE0000801,2010-09-06,10
CSE0000802,2010-12-30,149
CSE0000803,2013-11-07,64
CSE0000804,2005-10-17,19
CSE0000805,2011-09-28,84
CSE0000806,2013-01-20,112
CSE0000807,2000-12-20,6
CSE0000808,2010-02-14,123
CSE0000809,2021-08-03,48
CSE0000810,2012-07-26,133
CSE0000811,2004-04-10,7
CSE0000812,2014-10-30,80
CSE0000813,2014-09-13,6
CSE0000814,2005-10-03,85
CSE0000815,2012-11-08,138
CSE0000816,2018-04-16,71
CSE0000817,2001-12-28,146
CSE0000818,2012-04-12,162
CSE0000819,2012-01-11,87
CSE0000820,2007-01-21,69
CSE0000821,2005-07-10,29
CSE0000822,2000-07-29,105
CSE0000823,2003-03-05,158
CSE0000824,2021-06-21,122
CSE0000825,2001-10-14,121
CSE0000826,2013-12-18,88
CSE0000827,2006-11-11,88
CSE0000828,2004-05-30,52
CSE0000829,2009-11-11,138
CSE0000830,2016-03-08,129
CSE0000831,2002-12-18,139
CSE0000832,2016-04-21,4
CSE0000833,2006-07-31,153
CSE0000834,2002-03-20,116
CSE0000835,2004-12-08,22
CSE0000836,2022-02-16,69
CSE0000837,2015-02-21,127
CSE0000838,2011-10-14,131
CSE0000839,2014-01-03,150
CSE0000840,2015-06-07,165
CSE0000841,2004-10-04,117
CSE0000842,2021-03-20,129
CSE0000843,2011-05-25,74
CSE0000844,2021-10-18,88
CSE0000845,2005-06-04,90
CSE0000846,2013-06-20,45
CSE0000847,2007-04-22,33
CSE0000848,2008-09-18,114
CSE0000849,2000-12-15,35
CSE0000850,2010-11-02,161
CSE0000851,2010-01-02,20
CSE0000852,2003-06-03,159
CSE0000853,2001-10-29,70
CSE0000854,2001-12-18,31
CSE0000855,2008-03-15,59
CSE0000856,2016-01-04,59
CSE0000857,2006-04-05,80
CSE0000858,2005-12-31,158
CSE0000859,2005-06-09,125
CSE0000860,2016-09-05,32
CSE0000861,2020-11-26,45
CSE0000862,2003-10-04,132
CSE0000863,2009-01-21,107
CSE0000864,2016-09-08,48
CSE0000865,2020-01-23,84
CSE0000866,2003-09-17,1
CSE0000867,2000-10-20,88
CSE0000868,2001-05-28,31
CSE0000869,2000-11-08,148
CSE0000870,2006-07-14,28
CSE0000871,2007-11-05,13
CSE0000872,2007-09-28,87
CSE0000873,2014-12-11,65
CSE0000874,2018-10-17,137
